Source,Target,Branch,Value,T,X,Y,Path,Payment_Method,Medicine_Category
Insurance,Respiratory,Kandy City,137759.15,0.7143,0.7143,0.895,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.7347,0.7347,0.9127,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.7551,0.7551,0.9276,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.7755,0.7755,0.9402,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.7959,0.7959,0.9507,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.8163,0.8163,0.9594,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.8367,0.8367,0.9667,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.8571,0.8571,0.9727,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.8776,0.8776,0.9776,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.898,0.898,0.9816,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.9184,0.9184,0.985,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.9388,0.9388,0.9877,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.9592,0.9592,0.99,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,0.9796,0.9796,0.9918,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kandy City,137759.15,1.0,1.0,0.9933,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.0,0.0,0.0067,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.0204,0.0204,0.0082,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.0408,0.0408,0.01,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.0612,0.0612,0.0123,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.0816,0.0816,0.015,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.102,0.102,0.0184,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.1224,0.1224,0.0224,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.1429,0.1429,0.0273,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.1633,0.1633,0.0333,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.1837,0.1837,0.0406,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.2041,0.2041,0.0493,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.2245,0.2245,0.0598,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.2449,0.2449,0.0724,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.2653,0.2653,0.0873,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.2857,0.2857,0.105,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.3061,0.3061,0.1258,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.3265,0.3265,0.15,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.3469,0.3469,0.1779,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.3673,0.3673,0.2097,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.3878,0.3878,0.2456,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.4082,0.4082,0.2853,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.4286,0.4286,0.3287,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.449,0.449,0.3751,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.4694,0.4694,0.4241,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.4898,0.4898,0.4745,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.5102,0.5102,0.5255,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.5306,0.5306,0.5759,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.551,0.551,0.6249,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.5714,0.5714,0.6713,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.5918,0.5918,0.7147,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.6122,0.6122,0.7544,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.6327,0.6327,0.7903,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.6531,0.6531,0.8221,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.6735,0.6735,0.85,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.6939,0.6939,0.8742,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.7143,0.7143,0.895,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.7347,0.7347,0.9127,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.7551,0.7551,0.9276,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.7755,0.7755,0.9402,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.7959,0.7959,0.9507,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.8163,0.8163,0.9594,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.8367,0.8367,0.9667,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.8571,0.8571,0.9727,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.8776,0.8776,0.9776,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.898,0.898,0.9816,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.9184,0.9184,0.985,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.9388,0.9388,0.9877,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.9592,0.9592,0.99,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,0.9796,0.9796,0.9918,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Kurunegala,123825.7,1.0,1.0,0.9933,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.0,0.0,0.0067,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.0204,0.0204,0.0082,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.0408,0.0408,0.01,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.0612,0.0612,0.0123,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.0816,0.0816,0.015,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.102,0.102,0.0184,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.1224,0.1224,0.0224,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.1429,0.1429,0.0273,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.1633,0.1633,0.0333,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.1837,0.1837,0.0406,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.2041,0.2041,0.0493,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.2245,0.2245,0.0598,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.2449,0.2449,0.0724,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.2653,0.2653,0.0873,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.2857,0.2857,0.105,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.3061,0.3061,0.1258,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.3265,0.3265,0.15,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.3469,0.3469,0.1779,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.3673,0.3673,0.2097,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.3878,0.3878,0.2456,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.4082,0.4082,0.2853,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.4286,0.4286,0.3287,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.449,0.449,0.3751,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.4694,0.4694,0.4241,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.4898,0.4898,0.4745,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.5102,0.5102,0.5255,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.5306,0.5306,0.5759,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.551,0.551,0.6249,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.5714,0.5714,0.6713,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.5918,0.5918,0.7147,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.6122,0.6122,0.7544,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.6327,0.6327,0.7903,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.6531,0.6531,0.8221,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.6735,0.6735,0.85,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.6939,0.6939,0.8742,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.7143,0.7143,0.895,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.7347,0.7347,0.9127,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.7551,0.7551,0.9276,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.7755,0.7755,0.9402,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.7959,0.7959,0.9507,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.8163,0.8163,0.9594,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.8367,0.8367,0.9667,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.8571,0.8571,0.9727,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.8776,0.8776,0.9776,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.898,0.898,0.9816,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.9184,0.9184,0.985,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.9388,0.9388,0.9877,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.9592,0.9592,0.99,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,0.9796,0.9796,0.9918,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Negombo,135550.73,1.0,1.0,0.9933,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.0,0.0,0.0067,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.0204,0.0204,0.0082,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.0408,0.0408,0.01,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.0612,0.0612,0.0123,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.0816,0.0816,0.015,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.102,0.102,0.0184,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.1224,0.1224,0.0224,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.1429,0.1429,0.0273,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.1633,0.1633,0.0333,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.1837,0.1837,0.0406,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.2041,0.2041,0.0493,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.2245,0.2245,0.0598,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.2449,0.2449,0.0724,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.2653,0.2653,0.0873,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.2857,0.2857,0.105,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.3061,0.3061,0.1258,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.3265,0.3265,0.15,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.3469,0.3469,0.1779,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.3673,0.3673,0.2097,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.3878,0.3878,0.2456,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.4082,0.4082,0.2853,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.4286,0.4286,0.3287,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.449,0.449,0.3751,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.4694,0.4694,0.4241,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.4898,0.4898,0.4745,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.5102,0.5102,0.5255,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.5306,0.5306,0.5759,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.551,0.551,0.6249,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.5714,0.5714,0.6713,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.5918,0.5918,0.7147,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.6122,0.6122,0.7544,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.6327,0.6327,0.7903,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.6531,0.6531,0.8221,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.6735,0.6735,0.85,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.6939,0.6939,0.8742,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.7143,0.7143,0.895,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.7347,0.7347,0.9127,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.7551,0.7551,0.9276,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.7755,0.7755,0.9402,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.7959,0.7959,0.9507,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.8163,0.8163,0.9594,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.8367,0.8367,0.9667,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.8571,0.8571,0.9727,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.8776,0.8776,0.9776,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.898,0.898,0.9816,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.9184,0.9184,0.985,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.9388,0.9388,0.9877,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.9592,0.9592,0.99,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,0.9796,0.9796,0.9918,Insurance to Respiratory,Insurance,Respiratory
Insurance,Respiratory,Ratnapura,167091.37,1.0,1.0,0.9933,Insurance to Respiratory,Insurance,Respiratory
Insurance,Vitamin,Colombo Fort,793388.15,0.0,0.0,0.0067,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.0204,0.0204,0.0082,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.0408,0.0408,0.01,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.0612,0.0612,0.0123,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.0816,0.0816,0.015,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.102,0.102,0.0184,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.1224,0.1224,0.0224,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.1429,0.1429,0.0273,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.1633,0.1633,0.0333,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.1837,0.1837,0.0406,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.2041,0.2041,0.0493,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.2245,0.2245,0.0598,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.2449,0.2449,0.0724,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.2653,0.2653,0.0873,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.2857,0.2857,0.105,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.3061,0.3061,0.1258,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.3265,0.3265,0.15,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.3469,0.3469,0.1779,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.3673,0.3673,0.2097,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.3878,0.3878,0.2456,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.4082,0.4082,0.2853,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.4286,0.4286,0.3287,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.449,0.449,0.3751,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.4694,0.4694,0.4241,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.4898,0.4898,0.4745,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.5102,0.5102,0.5255,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.5306,0.5306,0.5759,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.551,0.551,0.6249,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.5714,0.5714,0.6713,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.5918,0.5918,0.7147,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.6122,0.6122,0.7544,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.6327,0.6327,0.7903,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.6531,0.6531,0.8221,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.6735,0.6735,0.85,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.6939,0.6939,0.8742,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.7143,0.7143,0.895,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.7347,0.7347,0.9127,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.7551,0.7551,0.9276,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.7755,0.7755,0.9402,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.7959,0.7959,0.9507,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.8163,0.8163,0.9594,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.8367,0.8367,0.9667,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.8571,0.8571,0.9727,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.8776,0.8776,0.9776,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.898,0.898,0.9816,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.9184,0.9184,0.985,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.9388,0.9388,0.9877,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.9592,0.9592,0.99,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,0.9796,0.9796,0.9918,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Colombo Fort,793388.15,1.0,1.0,0.9933,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.0,0.0,0.0067,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.0204,0.0204,0.0082,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.0408,0.0408,0.01,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.0612,0.0612,0.0123,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.0816,0.0816,0.015,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.102,0.102,0.0184,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.1224,0.1224,0.0224,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.1429,0.1429,0.0273,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.1633,0.1633,0.0333,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.1837,0.1837,0.0406,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.2041,0.2041,0.0493,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.2245,0.2245,0.0598,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.2449,0.2449,0.0724,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.2653,0.2653,0.0873,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.2857,0.2857,0.105,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.3061,0.3061,0.1258,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.3265,0.3265,0.15,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.3469,0.3469,0.1779,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.3673,0.3673,0.2097,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.3878,0.3878,0.2456,Insurance to Vitamin,Insurance,Vitamin
Insurance,Vitamin,Galle,604740.71,0.4082,0.4082,0.2853,Insurance to Vitamin,Insurance,Vitamin
