Source,Target,Value,T,X,Y,Path,Payment_Method,Medicine_Category
Insurance,Cough & Cold,3466407.62,0.1224,0.1224,0.0224,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.1429,0.1429,0.0273,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.1633,0.1633,0.0333,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.1837,0.1837,0.0406,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.2041,0.2041,0.0493,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.2245,0.2245,0.0598,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.2449,0.2449,0.0724,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.2653,0.2653,0.0873,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.2857,0.2857,0.105,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.3061,0.3061,0.1258,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.3265,0.3265,0.15,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.3469,0.3469,0.1779,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.3673,0.3673,0.2097,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.3878,0.3878,0.2456,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.4082,0.4082,0.2853,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.4286,0.4286,0.3287,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.449,0.449,0.3751,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.4694,0.4694,0.4241,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.4898,0.4898,0.4745,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.5102,0.5102,0.5255,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.5306,0.5306,0.5759,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.551,0.551,0.6249,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.5714,0.5714,0.6713,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.5918,0.5918,0.7147,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.6122,0.6122,0.7544,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.6327,0.6327,0.7903,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.6531,0.6531,0.8221,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.6735,0.6735,0.85,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.6939,0.6939,0.8742,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.7143,0.7143,0.895,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.7347,0.7347,0.9127,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.7551,0.7551,0.9276,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.7755,0.7755,0.9402,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.7959,0.7959,0.9507,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.8163,0.8163,0.9594,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.8367,0.8367,0.9667,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.8571,0.8571,0.9727,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.8776,0.8776,0.9776,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.898,0.898,0.9816,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.9184,0.9184,0.985,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.9388,0.9388,0.9877,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.9592,0.9592,0.99,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,0.9796,0.9796,0.9918,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Cough & Cold,3466407.62,1.0,1.0,0.9933,Insurance to Cough & Cold,Insurance,Cough & Cold
Insurance,Dermatology,3174188.68,0.0,0.0,0.0067,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.0204,0.0204,0.0082,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.0408,0.0408,0.01,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.0612,0.0612,0.0123,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.0816,0.0816,0.015,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.102,0.102,0.0184,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.1224,0.1224,0.0224,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.1429,0.1429,0.0273,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.1633,0.1633,0.0333,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.1837,0.1837,0.0406,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.2041,0.2041,0.0493,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.2245,0.2245,0.0598,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.2449,0.2449,0.0724,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.2653,0.2653,0.0873,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.2857,0.2857,0.105,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.3061,0.3061,0.1258,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.3265,0.3265,0.15,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.3469,0.3469,0.1779,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.3673,0.3673,0.2097,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.3878,0.3878,0.2456,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.4082,0.4082,0.2853,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.4286,0.4286,0.3287,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.449,0.449,0.3751,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.4694,0.4694,0.4241,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.4898,0.4898,0.4745,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.5102,0.5102,0.5255,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.5306,0.5306,0.5759,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.551,0.551,0.6249,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.5714,0.5714,0.6713,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.5918,0.5918,0.7147,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.6122,0.6122,0.7544,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.6327,0.6327,0.7903,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.6531,0.6531,0.8221,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.6735,0.6735,0.85,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.6939,0.6939,0.8742,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.7143,0.7143,0.895,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.7347,0.7347,0.9127,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.7551,0.7551,0.9276,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.7755,0.7755,0.9402,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.7959,0.7959,0.9507,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.8163,0.8163,0.9594,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.8367,0.8367,0.9667,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.8571,0.8571,0.9727,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.8776,0.8776,0.9776,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.898,0.898,0.9816,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.9184,0.9184,0.985,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.9388,0.9388,0.9877,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.9592,0.9592,0.99,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,0.9796,0.9796,0.9918,Insurance to Dermatology,Insurance,Dermatology
Insurance,Dermatology,3174188.68,1.0,1.0,0.9933,Insurance to Dermatology,Insurance,Dermatology
Insurance,Diabetes,2270549.32,0.0,0.0,0.0067,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.0204,0.0204,0.0082,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.0408,0.0408,0.01,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.0612,0.0612,0.0123,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.0816,0.0816,0.015,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.102,0.102,0.0184,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.1224,0.1224,0.0224,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.1429,0.1429,0.0273,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.1633,0.1633,0.0333,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.1837,0.1837,0.0406,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.2041,0.2041,0.0493,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.2245,0.2245,0.0598,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.2449,0.2449,0.0724,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.2653,0.2653,0.0873,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.2857,0.2857,0.105,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.3061,0.3061,0.1258,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.3265,0.3265,0.15,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.3469,0.3469,0.1779,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.3673,0.3673,0.2097,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.3878,0.3878,0.2456,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.4082,0.4082,0.2853,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.4286,0.4286,0.3287,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.449,0.449,0.3751,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.4694,0.4694,0.4241,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.4898,0.4898,0.4745,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.5102,0.5102,0.5255,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.5306,0.5306,0.5759,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.551,0.551,0.6249,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.5714,0.5714,0.6713,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.5918,0.5918,0.7147,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.6122,0.6122,0.7544,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.6327,0.6327,0.7903,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.6531,0.6531,0.8221,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.6735,0.6735,0.85,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.6939,0.6939,0.8742,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.7143,0.7143,0.895,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.7347,0.7347,0.9127,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.7551,0.7551,0.9276,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.7755,0.7755,0.9402,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.7959,0.7959,0.9507,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.8163,0.8163,0.9594,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.8367,0.8367,0.9667,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.8571,0.8571,0.9727,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.8776,0.8776,0.9776,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.898,0.898,0.9816,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.9184,0.9184,0.985,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.9388,0.9388,0.9877,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.9592,0.9592,0.99,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,0.9796,0.9796,0.9918,Insurance to Diabetes,Insurance,Diabetes
Insurance,Diabetes,2270549.32,1.0,1.0,0.9933,Insurance to Diabetes,Insurance,Diabetes
Insurance,First Aid,2482549.9899999998,0.0,0.0,0.0067,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.0204,0.0204,0.0082,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.0408,0.0408,0.01,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.0612,0.0612,0.0123,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.0816,0.0816,0.015,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.102,0.102,0.0184,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.1224,0.1224,0.0224,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.1429,0.1429,0.0273,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.1633,0.1633,0.0333,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.1837,0.1837,0.0406,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.2041,0.2041,0.0493,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.2245,0.2245,0.0598,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.2449,0.2449,0.0724,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.2653,0.2653,0.0873,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.2857,0.2857,0.105,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.3061,0.3061,0.1258,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.3265,0.3265,0.15,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.3469,0.3469,0.1779,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.3673,0.3673,0.2097,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.3878,0.3878,0.2456,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.4082,0.4082,0.2853,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.4286,0.4286,0.3287,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.449,0.449,0.3751,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.4694,0.4694,0.4241,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.4898,0.4898,0.4745,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.5102,0.5102,0.5255,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.5306,0.5306,0.5759,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.551,0.551,0.6249,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.5714,0.5714,0.6713,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.5918,0.5918,0.7147,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.6122,0.6122,0.7544,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.6327,0.6327,0.7903,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.6531,0.6531,0.8221,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.6735,0.6735,0.85,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.6939,0.6939,0.8742,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.7143,0.7143,0.895,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.7347,0.7347,0.9127,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.7551,0.7551,0.9276,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.7755,0.7755,0.9402,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.7959,0.7959,0.9507,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.8163,0.8163,0.9594,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.8367,0.8367,0.9667,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.8571,0.8571,0.9727,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.8776,0.8776,0.9776,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.898,0.898,0.9816,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.9184,0.9184,0.985,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.9388,0.9388,0.9877,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.9592,0.9592,0.99,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,0.9796,0.9796,0.9918,Insurance to First Aid,Insurance,First Aid
Insurance,First Aid,2482549.9899999998,1.0,1.0,0.9933,Insurance to First Aid,Insurance,First Aid
Insurance,Gastro,1985154.0,0.0,0.0,0.0067,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.0204,0.0204,0.0082,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.0408,0.0408,0.01,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.0612,0.0612,0.0123,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.0816,0.0816,0.015,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.102,0.102,0.0184,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.1224,0.1224,0.0224,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.1429,0.1429,0.0273,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.1633,0.1633,0.0333,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.1837,0.1837,0.0406,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.2041,0.2041,0.0493,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.2245,0.2245,0.0598,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.2449,0.2449,0.0724,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.2653,0.2653,0.0873,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.2857,0.2857,0.105,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.3061,0.3061,0.1258,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.3265,0.3265,0.15,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.3469,0.3469,0.1779,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.3673,0.3673,0.2097,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.3878,0.3878,0.2456,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.4082,0.4082,0.2853,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.4286,0.4286,0.3287,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.449,0.449,0.3751,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.4694,0.4694,0.4241,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.4898,0.4898,0.4745,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.5102,0.5102,0.5255,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.5306,0.5306,0.5759,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.551,0.551,0.6249,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.5714,0.5714,0.6713,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.5918,0.5918,0.7147,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.6122,0.6122,0.7544,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.6327,0.6327,0.7903,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.6531,0.6531,0.8221,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.6735,0.6735,0.85,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.6939,0.6939,0.8742,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.7143,0.7143,0.895,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.7347,0.7347,0.9127,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.7551,0.7551,0.9276,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.7755,0.7755,0.9402,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.7959,0.7959,0.9507,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.8163,0.8163,0.9594,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.8367,0.8367,0.9667,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.8571,0.8571,0.9727,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.8776,0.8776,0.9776,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.898,0.898,0.9816,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.9184,0.9184,0.985,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.9388,0.9388,0.9877,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.9592,0.9592,0.99,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,0.9796,0.9796,0.9918,Insurance to Gastro,Insurance,Gastro
Insurance,Gastro,1985154.0,1.0,1.0,0.9933,Insurance to Gastro,Insurance,Gastro
Insurance,Hormonal,1454230.24,0.0,0.0,0.0067,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.0204,0.0204,0.0082,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.0408,0.0408,0.01,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.0612,0.0612,0.0123,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.0816,0.0816,0.015,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.102,0.102,0.0184,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.1224,0.1224,0.0224,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.1429,0.1429,0.0273,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.1633,0.1633,0.0333,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.1837,0.1837,0.0406,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.2041,0.2041,0.0493,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.2245,0.2245,0.0598,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.2449,0.2449,0.0724,Insurance to Hormonal,Insurance,Hormonal
Insurance,Hormonal,1454230.24,0.2653,0.2653,0.0873,Insurance to Hormonal,Insurance,Hormonal
